Name,MS,BNS,MGF,LM
GRB160716144,9.987e-01,1.274e-03,1.321e-05,3.703e-12
GRB160717813,7.743e-01,2.257e-01,1.526e-05,1.299e-11
GRB160720275,8.082e-01,1.896e-01,2.169e-03,9.889e-08
GRB160721806,1.874e-02,7.088e-03,9.742e-01,5.143e-18
GRB160724444,5.688e-01,4.312e-01,3.086e-06,3.226e-12
GRB160726065,3.914e-02,4.368e-01,5.241e-01,2.647e-22
GRB160727971,4.893e-01,5.059e-01,4.867e-03,7.502e-10
GRB160728337,8.047e-01,1.929e-01,2.458e-03,3.084e-09
GRB160731024,7.352e-01,2.637e-01,1.057e-03,1.732e-09
GRB160802259,1.000e+00,1.017e-08,2.903e-11,1.642e-11
GRB160804065,9.924e-01,7.564e-03,4.356e-05,2.139e-11
GRB160804180,1.000e+00,3.487e-05,1.025e-08,1.555e-17
GRB160804775,9.995e-01,4.916e-04,4.327e-06,1.571e-12
GRB160804968,3.518e-02,8.879e-01,7.688e-02,1.943e-11
GRB160806584,9.966e-01,3.393e-03,1.388e-06,1.187e-13
GRB160813297,7.951e-01,2.023e-01,2.578e-03,2.150e-08
GRB160814622,7.205e-01,2.756e-01,3.896e-03,1.894e-09
GRB160815299,7.835e-01,2.129e-01,3.578e-03,3.738e-09
GRB160815490,8.200e-01,1.781e-01,1.909e-03,4.151e-08
GRB160816414,7.009e-01,2.956e-01,3.485e-03,2.529e-09
GRB160816730,8.983e-01,1.635e-05,5.369e-08,1.016e-01
GRB160818198,9.980e-01,1.985e-03,6.312e-06,1.486e-11
GRB160818230,1.964e-01,7.328e-01,7.073e-02,1.902e-10
GRB160819852,4.254e-01,5.729e-01,1.757e-03,6.757e-10
GRB160820496,3.180e-02,9.015e-01,6.673e-02,1.495e-11
GRB160821857,9.977e-01,2.316e-03,1.154e-05,5.182e-12
GRB160821937,0.000e+00,1.000e+00,0.000e+00,0.000e+00
GRB160822672,9.563e-02,3.914e-01,5.130e-01,9.646e-11
GRB160824598,9.379e-01,6.190e-02,1.566e-04,4.822e-08
GRB160825799,1.000e+00,1.705e-12,1.452e-13,5.471e-06
GRB160826938,6.424e-01,3.488e-01,8.751e-03,1.978e-09
GRB160827586,9.281e-01,7.144e-02,4.713e-04,2.940e-10
GRB160827616,2.448e-01,7.543e-01,8.812e-04,2.369e-10
GRB160827837,8.028e-01,1.952e-01,2.044e-03,2.943e-09
GRB160829334,1.402e-01,8.108e-01,4.905e-02,1.092e-10
GRB160831411,9.973e-01,2.692e-03,1.697e-05,9.750e-12
GRB160905471,9.925e-01,4.060e-03,3.413e-03,2.121e-13
GRB160908136,8.174e-01,1.826e-01,6.895e-05,3.276e-11
GRB160909061,9.658e-01,3.412e-02,4.522e-05,5.525e-11
GRB160910722,8.883e-01,1.117e-01,4.586e-06,3.225e-08
GRB160912350,9.040e-02,9.095e-01,1.102e-04,2.624e-13
GRB160912521,1.000e+00,2.235e-05,6.146e-08,1.811e-14
GRB160912674,8.453e-01,1.531e-01,1.595e-03,1.647e-09
GRB160917456,8.840e-01,1.151e-01,8.882e-04,2.626e-09
GRB160917479,9.514e-01,4.828e-02,3.005e-04,3.815e-10
GRB160917921,8.016e-01,1.958e-01,2.566e-03,4.026e-09
GRB160919613,5.266e-01,4.734e-01,5.680e-06,5.349e-13
GRB160919858,8.278e-01,1.704e-01,1.887e-03,2.253e-09
GRB160920249,7.991e-01,1.991e-01,1.806e-03,1.654e-08
GRB160921087,8.674e-01,1.315e-01,1.001e-03,7.870e-10
GRB160922856,7.944e-01,2.029e-01,2.704e-03,6.717e-09
GRB160924253,7.955e-01,2.019e-01,2.673e-03,5.088e-09
GRB160925221,8.312e-01,1.670e-01,1.781e-03,2.126e-09
GRB160928825,9.572e-01,4.254e-02,2.697e-04,1.823e-08
GRB160929529,7.760e-01,2.208e-01,3.267e-03,3.211e-09
GRB161001045,1.000e+00,2.710e-06,1.227e-11,1.679e-07
GRB161004964,9.927e-01,7.289e-03,4.577e-05,1.547e-10
GRB161005977,8.090e-01,1.888e-01,2.196e-03,3.103e-09
GRB161007009,8.121e-01,1.856e-01,2.308e-03,2.767e-09
GRB161009651,9.456e-01,5.410e-02,2.799e-04,1.887e-10
GRB161012214,8.039e-01,1.945e-01,1.646e-03,1.402e-09
GRB161012416,8.824e-01,1.171e-01,5.160e-04,2.867e-10
GRB161012637,7.483e-01,2.485e-01,3.154e-03,2.046e-09
GRB161013948,7.855e-01,2.114e-01,3.152e-03,4.742e-09
GRB161014522,9.997e-01,2.907e-04,3.079e-06,7.555e-13
GRB161015400,3.469e-01,5.865e-01,6.660e-02,5.868e-10
GRB161015710,1.000e+00,8.625e-08,3.330e-10,6.151e-07
GRB161017745,9.656e-01,3.419e-02,2.349e-04,1.899e-10
GRB161020759,1.000e+00,1.110e-05,2.587e-06,1.302e-12
GRB161020767,9.538e-01,4.584e-02,3.124e-04,7.415e-10
GRB161022114,7.825e-01,2.140e-01,3.528e-03,4.207e-09
GRB161026373,1.300e-01,5.418e-01,3.282e-01,1.505e-10
GRB161105417,7.956e-01,2.044e-01,4.103e-05,3.030e-11
GRB161106499,9.338e-01,6.619e-02,3.610e-06,1.240e-10
GRB161106786,8.466e-01,1.526e-01,7.653e-04,1.342e-08
GRB161109263,3.760e-01,6.097e-01,1.434e-02,2.043e-13
GRB161110179,8.392e-02,9.157e-01,3.567e-04,8.350e-11
GRB161111197,8.011e-01,1.968e-01,2.077e-03,2.213e-09
GRB161112496,9.744e-01,2.548e-02,1.684e-04,2.799e-10
GRB161115745,2.241e-01,6.018e-01,1.741e-01,2.804e-10
GRB161117066,9.986e-01,1.353e-03,1.445e-05,3.289e-12
GRB161119633,8.375e-01,1.612e-01,1.327e-03,1.244e-09
GRB161125931,9.493e-01,5.039e-02,3.503e-04,5.005e-10
GRB161128216,1.037e-01,8.958e-01,4.301e-04,7.772e-11
GRB161129300,1.747e-01,4.218e-03,8.211e-01,5.125e-13
GRB161201342,8.079e-01,1.900e-01,2.140e-03,4.728e-08
GRB161205561,9.964e-01,3.621e-03,2.175e-05,1.541e-11
GRB161206064,8.542e-01,1.440e-01,1.788e-03,2.406e-09
GRB161207224,7.771e-01,2.197e-01,3.220e-03,5.310e-09
GRB161207813,9.836e-01,1.633e-02,8.129e-05,4.595e-11
GRB161210524,6.716e-01,3.243e-01,4.139e-03,2.144e-09
GRB161212652,9.057e-02,9.074e-01,2.071e-03,5.651e-11
GRB161213295,7.968e-01,2.005e-01,2.684e-03,5.116e-09
GRB161214722,8.227e-01,1.754e-01,1.945e-03,3.569e-09
GRB161217128,7.835e-01,2.131e-01,3.406e-03,4.299e-09
GRB161218356,1.103e-11,1.630e-15,8.670e-17,1.000e+00
GRB161220605,9.837e-01,1.618e-02,1.317e-04,5.983e-11
GRB161227498,9.964e-01,3.598e-03,2.383e-12,2.131e-19
GRB161228032,9.909e-01,9.091e-03,4.730e-05,1.754e-11
GRB161228388,9.903e-01,9.615e-03,4.833e-05,2.466e-11
GRB161228405,7.592e-01,2.400e-01,8.079e-04,2.577e-09
GRB161228553,8.443e-01,1.544e-01,1.319e-03,1.415e-09
GRB161229878,5.082e-02,9.489e-01,2.908e-04,1.959e-10
GRB161230298,2.278e-01,5.981e-01,1.741e-01,2.982e-10
GRB161230511,8.108e-01,1.871e-01,2.157e-03,3.383e-09
GRB170101116,8.990e-01,1.002e-01,7.739e-04,5.243e-10
GRB170101374,7.493e-01,2.468e-01,3.839e-03,3.633e-09
GRB170106968,7.595e-01,2.375e-01,3.043e-03,2.233e-09
GRB170109137,9.867e-01,1.321e-02,8.859e-05,1.207e-10
GRB170110967,1.418e-01,8.579e-01,3.623e-04,1.122e-10
GRB170111760,1.959e-01,6.001e-01,2.040e-01,2.293e-10
GRB170111815,1.778e-03,9.955e-01,2.706e-03,9.179e-13
GRB170112970,6.402e-01,3.561e-01,3.726e-03,1.461e-09
GRB170114833,9.961e-01,3.861e-03,2.195e-05,3.952e-06
GRB170114917,9.822e-01,6.458e-09,3.291e-11,1.781e-02
GRB170115662,9.731e-01,2.672e-02,1.809e-04,4.868e-10
GRB170115743,9.985e-01,2.153e-12,4.555e-14,1.550e-03
GRB170116238,7.765e-01,2.203e-01,3.210e-03,3.552e-09
GRB170119228,9.966e-01,3.353e-03,1.851e-05,7.621e-12
GRB170120471,8.016e-01,1.960e-01,2.412e-03,5.223e-09
GRB170121067,1.000e+00,1.809e-07,1.759e-06,7.487e-14
GRB170121133,2.191e-01,6.629e-01,1.179e-01,2.311e-10
GRB170121614,9.282e-01,6.733e-02,4.427e-03,1.117e-12
GRB170124238,8.797e-01,1.194e-01,9.648e-04,8.240e-10
GRB170124528,2.400e-01,6.687e-01,9.127e-02,3.001e-10
GRB170124874,8.701e-01,1.286e-01,1.230e-03,1.018e-09
GRB170125022,7.693e-01,2.272e-01,3.538e-03,2.571e-09
GRB170125102,2.205e-01,5.741e-01,2.054e-01,2.975e-10
GRB170126480,9.971e-01,2.901e-03,1.872e-05,3.744e-10
GRB170127067,8.973e-02,5.229e-01,3.873e-01,5.168e-11
GRB170127634,5.059e-02,5.779e-01,3.715e-01,3.090e-11
GRB170130302,9.920e-01,7.964e-03,1.890e-05,5.176e-11
GRB170130510,9.990e-01,9.634e-04,5.270e-06,7.235e-12
GRB170130697,8.071e-01,1.907e-01,2.236e-03,3.036e-09
GRB170131969,7.049e-01,2.951e-01,2.352e-05,3.840e-11
GRB170205521,9.857e-01,1.427e-02,1.911e-05,1.464e-12
GRB170206453,1.000e+00,2.333e-07,1.266e-10,2.541e-17
GRB170207906,9.999e-01,7.019e-05,2.263e-12,2.351e-08
GRB170208553,9.968e-01,3.154e-03,9.895e-06,4.280e-12
GRB170208758,4.497e-01,5.503e-01,5.307e-07,6.360e-14
GRB170208940,8.241e-01,1.742e-01,1.675e-03,2.962e-09
GRB170209048,9.391e-01,6.091e-02,1.463e-05,2.384e-10
GRB170210116,9.842e-01,1.581e-02,1.534e-05,1.720e-12
GRB170212034,7.565e-01,2.405e-01,2.920e-03,2.752e-09
GRB170214649,9.999e-01,6.263e-05,2.760e-08,5.626e-13
GRB170219002,1.338e-01,5.939e-01,2.723e-01,9.765e-11
GRB170219110,9.978e-01,2.169e-03,9.234e-06,5.571e-12
GRB170222209,1.262e-01,4.283e-04,8.733e-01,3.970e-17
GRB170228773,9.933e-01,6.717e-03,1.925e-05,1.731e-11
GRB170228794,1.000e+00,2.642e-05,8.867e-07,1.326e-11
GRB170301812,8.090e-01,1.886e-01,2.340e-03,3.486e-09
GRB170302166,7.133e-01,2.854e-01,1.267e-03,1.145e-09
GRB170302719,3.417e-01,6.567e-01,1.624e-03,2.833e-10
GRB170302876,8.581e-01,1.406e-01,1.357e-03,1.359e-09
GRB170304003,1.258e-01,4.771e-01,3.970e-01,1.153e-10
GRB170305256,4.042e-02,8.525e-01,1.070e-01,2.001e-11
GRB170306130,8.593e-01,1.395e-01,1.210e-03,9.920e-10
GRB170306588,9.999e-01,1.296e-04,4.540e-07,1.874e-13
GRB170307851,8.902e-01,1.086e-01,1.235e-03,5.526e-10
GRB170308221,9.993e-01,7.136e-04,2.062e-06,2.060e-13
GRB170310417,3.159e-01,6.572e-01,2.690e-02,3.498e-10
GRB170310883,8.060e-01,1.916e-01,2.403e-03,3.602e-09
GRB170313125,8.101e-01,1.878e-01,2.191e-03,6.442e-09
GRB170315582,7.628e-01,2.339e-01,3.223e-03,4.072e-09
GRB170316710,9.206e-01,7.885e-02,5.395e-04,1.531e-09
GRB170317666,9.926e-01,7.370e-03,5.170e-05,2.392e-11
GRB170318644,7.152e-01,2.788e-01,6.059e-03,1.968e-09
GRB170323058,7.199e-01,2.772e-01,2.941e-03,1.519e-09
GRB170323775,9.270e-01,7.260e-02,3.576e-04,1.474e-10
GRB170325331,2.421e-01,6.328e-01,1.251e-01,3.201e-10
GRB170326489,7.634e-01,2.328e-01,3.714e-03,3.331e-09
GRB170329387,8.858e-01,1.134e-01,8.380e-04,4.627e-09
GRB170402285,8.107e-01,1.873e-01,1.957e-03,9.061e-09
GRB170402961,6.229e-01,3.771e-01,2.168e-08,8.004e-13
GRB170403583,1.187e-01,5.278e-01,3.534e-01,9.269e-11
GRB170403707,9.677e-01,3.211e-02,2.005e-04,9.903e-10
GRB170405777,9.945e-01,5.521e-03,1.156e-05,2.743e-12
GRB170409112,2.761e-01,7.238e-01,1.513e-04,8.133e-12
GRB170412917,9.743e-01,2.573e-02,7.417e-06,3.024e-11
GRB170412988,9.996e-01,3.787e-04,1.580e-05,2.318e-12
GRB170414551,8.002e-01,1.974e-01,2.365e-03,3.056e-09
GRB170419898,8.070e-01,1.908e-01,2.221e-03,7.599e-08
GRB170419983,8.433e-01,1.552e-01,1.416e-03,1.583e-09
GRB170422343,3.323e-01,6.461e-01,2.163e-02,1.465e-10
GRB170423719,9.884e-01,7.644e-12,9.988e-12,1.156e-02
GRB170423872,8.157e-01,1.823e-01,2.046e-03,7.813e-09
GRB170424425,9.769e-01,2.299e-02,7.444e-05,9.244e-11
GRB170428136,9.962e-01,3.825e-03,2.103e-05,1.284e-11
GRB170429799,9.802e-01,1.968e-02,1.390e-04,8.596e-11
GRB170430204,2.041e-01,6.016e-01,1.943e-01,2.616e-10
GRB170501467,8.312e-01,1.672e-01,1.614e-03,2.724e-09
GRB170504734,3.077e-01,6.182e-01,7.416e-02,3.862e-10
GRB170506169,1.081e-02,3.197e-01,6.695e-01,4.271e-12
GRB170510217,1.000e+00,1.011e-10,6.318e-11,1.427e-12
GRB170511249,1.718e-03,9.983e-01,1.806e-05,1.185e-12
GRB170511477,7.179e-01,2.765e-01,5.549e-03,2.790e-09
GRB170511648,7.217e-01,2.727e-01,5.645e-03,1.916e-09
GRB170514152,5.597e-04,9.984e-01,1.068e-03,3.475e-13
GRB170514180,9.457e-01,5.395e-02,3.400e-04,8.435e-10
GRB170516808,6.200e-01,3.686e-01,1.147e-02,1.773e-09
GRB170520202,5.642e-01,4.305e-01,5.268e-03,1.088e-09
GRB170521882,7.327e-01,2.651e-01,2.186e-03,1.901e-09
GRB170522657,1.000e+00,3.626e-06,9.018e-09,5.841e-12
GRB170527480,9.167e-08,9.843e-26,3.019e-30,1.000e+00
GRB170530581,8.822e-01,1.169e-01,9.550e-04,6.647e-10
GRB170604603,2.709e-02,9.214e-01,5.150e-02,1.231e-11
GRB170606968,8.869e-01,1.121e-01,9.195e-04,6.172e-07
GRB170607946,9.983e-01,1.101e-03,6.359e-04,5.365e-12
GRB170607971,7.948e-01,2.024e-01,2.809e-03,3.638e-08
GRB170610689,1.000e+00,2.998e-06,1.636e-11,2.935e-10
GRB170611937,9.911e-01,8.821e-03,5.332e-05,3.914e-11
GRB170614255,9.994e-01,5.656e-04,3.842e-07,4.290e-13
GRB170614486,5.016e-01,4.969e-01,1.474e-03,4.182e-11
GRB170614505,7.740e-01,2.219e-01,4.084e-03,4.448e-09
GRB170616047,7.944e-01,2.029e-01,2.683e-03,5.102e-09
GRB170616165,8.894e-01,1.101e-01,4.736e-04,4.090e-10
GRB170618475,9.946e-01,5.351e-03,8.735e-06,4.152e-12
GRB170621784,8.671e-01,1.318e-01,1.063e-03,9.876e-10
GRB170625692,9.109e-01,8.842e-02,6.543e-04,6.259e-10
GRB170626401,9.886e-01,8.127e-09,8.735e-11,1.137e-02
GRB170627931,8.109e-01,1.871e-01,1.971e-03,2.688e-09
GRB170629537,9.626e-01,3.716e-02,2.677e-04,1.618e-10
GRB170705115,4.303e-01,5.697e-01,5.740e-06,1.714e-12
GRB170705200,8.457e-01,1.527e-01,1.580e-03,1.655e-09
GRB170705244,8.642e-01,1.346e-01,1.188e-03,1.677e-09
GRB170708046,1.047e-01,4.340e-01,4.613e-01,8.643e-11
GRB170709334,6.126e-05,9.999e-01,1.406e-06,1.493e-15
GRB170710340,8.962e-01,1.030e-01,8.414e-04,6.383e-10
GRB170711019,7.724e-01,2.243e-01,3.248e-03,3.726e-09
GRB170711713,7.033e-02,9.285e-01,1.155e-03,3.659e-11
GRB170711931,8.307e-01,1.677e-01,1.565e-03,1.118e-07
GRB170714049,2.278e-01,6.041e-01,1.681e-01,2.871e-10
GRB170715878,8.752e-01,1.238e-01,1.033e-03,8.156e-10
GRB170717952,7.836e-01,2.134e-01,3.038e-03,3.797e-09
GRB170718152,7.976e-01,1.998e-01,2.682e-03,3.952e-09
GRB170722525,8.083e-01,1.892e-01,2.443e-03,3.873e-09
GRB170723076,8.134e-01,1.846e-01,2.016e-03,2.497e-09
GRB170723677,8.022e-01,1.954e-01,2.444e-03,3.227e-09
GRB170723882,4.955e-01,5.001e-01,4.414e-03,6.564e-10
GRB170724543,7.977e-01,1.998e-01,2.564e-03,4.974e-09
GRB170726249,6.111e-01,3.855e-01,3.355e-03,1.227e-09
GRB170726794,6.116e-01,2.358e-03,3.861e-01,8.532e-11
GRB170727841,8.739e-01,1.252e-01,9.333e-04,9.090e-10
GRB170728961,1.000e+00,3.125e-06,6.295e-10,1.049e-17
GRB170730133,9.446e-01,5.501e-02,3.425e-04,2.952e-06
GRB170731751,3.113e-01,6.884e-01,2.977e-04,1.371e-10
GRB170801690,7.921e-01,2.052e-01,2.766e-03,4.678e-09
GRB170802638,2.517e-03,1.546e-04,9.973e-01,2.103e-06
GRB170803172,8.043e-01,1.935e-01,2.173e-03,2.203e-09
GRB170803415,9.506e-01,4.909e-02,2.916e-04,2.064e-10
GRB170803729,9.999e-01,6.282e-05,4.272e-08,7.833e-15
GRB170804911,8.922e-01,1.070e-01,7.991e-04,5.934e-10
GRB170805901,2.333e-01,7.666e-01,3.788e-05,2.234e-12
GRB170808065,9.970e-01,3.000e-03,1.771e-05,2.951e-10
GRB170808936,9.979e-01,4.398e-04,1.353e-03,3.345e-04
GRB170810918,9.966e-01,3.359e-03,1.882e-05,1.552e-11
GRB170813051,9.775e-01,2.235e-02,1.403e-04,8.230e-11
GRB170816258,7.176e-01,2.819e-01,4.411e-04,2.618e-10
GRB170816599,3.299e-07,9.726e-01,2.739e-02,1.655e-16
GRB170817529,0.000e+00,1.000e+00,0.000e+00,0.000e+00
GRB170817908,9.999e-01,5.809e-05,1.587e-07,4.396e-14
GRB170818137,7.458e-02,8.784e-01,4.706e-02,4.699e-11
GRB170821265,8.341e-01,1.644e-01,1.540e-03,1.441e-09
GRB170825307,8.153e-01,1.828e-01,1.955e-03,1.136e-08
GRB170825500,9.916e-01,8.311e-03,3.982e-05,9.341e-11
GRB170825784,8.692e-01,1.298e-01,1.070e-03,9.402e-10
GRB170826369,2.191e-02,2.029e-01,7.752e-01,9.793e-12
GRB170826819,1.000e+00,4.530e-05,2.751e-07,1.115e-11
GRB170827818,8.663e-01,1.336e-01,1.268e-04,4.850e-12
GRB170829414,9.304e-01,6.914e-02,4.575e-04,5.385e-10
GRB170829674,9.828e-01,1.708e-02,1.073e-04,2.287e-10
GRB170830069,9.979e-01,2.117e-03,8.657e-07,1.591e-13
GRB170830135,8.248e-01,1.737e-01,1.517e-03,1.333e-09
GRB170830328,8.186e-01,1.794e-01,2.031e-03,4.146e-09
GRB170831179,9.956e-01,4.440e-03,4.984e-06,9.651e-13
GRB170901007,7.788e-01,2.183e-01,2.961e-03,5.952e-09
GRB170901255,6.757e-01,3.188e-01,5.499e-03,2.147e-09
GRB170901345,8.873e-01,1.118e-01,8.855e-04,1.230e-09
GRB170903534,9.981e-01,1.878e-03,1.057e-05,9.181e-12
GRB170906030,8.867e-01,1.131e-01,2.351e-04,7.919e-11
GRB170906039,1.000e+00,1.919e-07,4.120e-07,1.621e-15
GRB170906485,8.094e-01,1.882e-01,2.441e-03,2.896e-09
GRB170910368,8.161e-01,1.819e-01,1.991e-03,2.031e-09
GRB170911267,7.832e-01,2.137e-01,3.111e-03,3.677e-09
GRB170912273,9.997e-01,2.805e-04,1.511e-06,3.913e-12
GRB170912985,2.306e-01,5.756e-01,1.938e-01,3.340e-10
GRB170915161,8.345e-01,1.640e-01,1.452e-03,4.692e-09
GRB170915520,2.159e-01,7.472e-01,3.688e-02,1.979e-10
GRB170916700,8.014e-01,1.962e-01,2.366e-03,3.771e-09
GRB170918139,1.100e-01,7.746e-01,1.153e-01,7.640e-11
GRB170921168,9.995e-01,5.111e-04,2.614e-06,9.493e-08
GRB170923101,8.177e-01,1.803e-01,2.034e-03,2.598e-09
GRB170923188,1.393e-02,9.861e-01,7.859e-06,2.589e-11
GRB170923566,7.980e-01,1.992e-01,2.860e-03,3.618e-09
GRB170926528,8.723e-01,1.267e-01,1.006e-03,1.405e-09
GRB170926782,3.938e-01,6.061e-01,9.208e-05,1.964e-12
GRB170928607,7.457e-01,2.543e-01,9.396e-06,4.607e-12
GRB170929513,7.533e-01,2.456e-01,1.068e-03,2.680e-09
GRB170929699,9.866e-01,1.327e-02,9.140e-05,5.931e-11
GRB171002969,7.154e-01,2.836e-01,1.046e-03,2.248e-09
GRB171004672,9.852e-01,1.478e-02,6.618e-05,3.599e-11
GRB171004857,7.610e-01,2.352e-01,3.760e-03,3.284e-09
GRB171007498,7.409e-01,2.546e-01,4.553e-03,3.258e-09
GRB171008080,5.070e-01,4.675e-01,2.542e-02,1.248e-09
GRB171009138,8.368e-01,1.617e-01,1.489e-03,2.291e-09
GRB171010792,1.000e+00,0.000e+00,0.000e+00,0.000e+00
GRB171010875,8.043e-01,1.933e-01,2.443e-03,3.469e-09
GRB171011162,9.566e-01,4.313e-02,2.611e-04,2.476e-10
GRB171011810,1.649e-01,8.285e-01,6.576e-03,1.603e-10
GRB171013350,9.545e-01,4.453e-02,9.828e-04,6.689e-11
GRB171017823,9.904e-01,9.615e-03,1.666e-06,7.511e-13
GRB171020813,8.199e-01,1.782e-01,1.945e-03,2.281e-09
GRB171022085,8.773e-01,1.216e-01,1.081e-03,1.062e-09
GRB171022885,1.000e+00,9.802e-06,3.513e-09,4.295e-15
GRB171023097,9.982e-01,1.796e-03,8.973e-06,5.930e-12
GRB171024977,8.378e-01,1.604e-01,1.747e-03,1.832e-09
GRB171025213,3.712e-01,6.288e-01,1.113e-06,4.840e-14
GRB171025416,8.837e-01,1.157e-01,5.428e-04,1.623e-12
GRB171025913,7.941e-01,2.032e-01,2.685e-03,3.712e-09
GRB171029020,9.985e-01,1.517e-03,3.791e-06,1.175e-12
GRB171030729,2.774e-03,2.453e-02,9.727e-01,3.433e-13
GRB171102107,1.402e-03,9.986e-01,3.172e-10,6.744e-19
GRB171103655,9.180e-01,8.141e-02,6.297e-04,3.908e-10
GRB171106498,1.000e+00,1.103e-06,8.674e-13,1.203e-10
GRB171108656,1.171e-06,8.619e-01,1.381e-01,5.957e-16
GRB171112868,1.000e+00,1.659e-09,7.738e-12,7.161e-18
GRB171117515,1.000e+00,4.123e-06,1.713e-08,9.172e-15
GRB171120556,1.000e+00,4.209e-05,1.049e-13,9.978e-20
GRB171124235,9.998e-01,1.664e-04,9.703e-07,7.527e-13
GRB171126216,1.000e+00,5.863e-07,6.684e-10,6.321e-16
GRB171126235,1.000e+00,2.516e-05,4.376e-09,2.020e-16
GRB171201068,9.672e-01,3.259e-02,1.912e-04,1.131e-10
GRB171202113,9.593e-01,4.062e-02,7.824e-05,5.381e-11
GRB171206122,9.258e-01,7.377e-02,4.103e-04,9.820e-10
GRB171207055,1.668e-01,6.878e-01,1.454e-01,1.466e-10
GRB171207809,8.041e-01,1.936e-01,2.327e-03,4.129e-09
GRB171208733,7.070e-01,2.928e-01,1.460e-04,1.718e-11
GRB171209671,9.970e-01,2.964e-03,1.980e-05,1.980e-11
GRB171210493,9.978e-01,2.186e-03,1.306e-05,2.573e-10
GRB171211844,9.973e-01,2.700e-03,1.614e-05,1.020e-11
GRB171212222,9.283e-01,7.116e-02,5.060e-04,1.356e-09
GRB171212434,9.831e-01,1.680e-02,1.429e-04,2.365e-11
GRB171212948,8.071e-01,1.904e-01,2.467e-03,4.797e-09
GRB171213061,9.800e-01,1.989e-02,1.017e-04,4.374e-11
GRB171215705,9.352e-01,6.435e-02,4.350e-04,2.365e-10
GRB171219279,1.661e-01,7.004e-01,1.335e-01,1.770e-10
GRB171222684,7.982e-01,2.001e-01,1.632e-03,1.053e-09
GRB171223818,1.401e-07,1.000e+00,1.660e-06,2.182e-17
GRB171227000,2.343e-01,7.657e-01,1.433e-09,6.841e-13
GRB171230048,9.770e-01,2.290e-02,1.351e-04,9.545e-09
GRB171230119,2.314e-01,6.665e-01,1.021e-01,3.065e-10
GRB171230955,9.770e-01,2.295e-02,9.121e-05,8.157e-11
GRB180102660,7.959e-01,2.013e-01,2.766e-03,2.863e-09
GRB180103090,3.466e-01,5.120e-01,1.414e-01,1.029e-09
GRB180110608,2.538e-01,7.215e-01,2.470e-02,2.610e-11
GRB180111815,8.532e-01,1.456e-01,1.236e-03,9.041e-10
GRB180112842,7.920e-01,2.054e-01,2.630e-03,7.029e-09
GRB180113011,1.000e+00,7.209e-16,8.495e-20,1.673e-19
GRB180113116,9.976e-01,2.354e-03,1.397e-05,1.756e-10
GRB180113418,9.999e-01,7.539e-05,4.660e-08,1.160e-14
GRB180116026,7.925e-01,2.048e-01,2.699e-03,3.253e-09
GRB180116678,9.959e-01,4.042e-03,1.108e-05,1.015e-11
GRB180119837,9.920e-01,7.934e-03,3.723e-05,7.616e-06
GRB180120207,9.994e-01,3.164e-08,4.819e-11,6.468e-04
GRB180122129,3.326e-02,9.657e-01,1.056e-03,2.380e-11
GRB180123820,3.618e-01,5.850e-01,5.311e-02,6.826e-10
GRB180124392,9.998e-01,2.159e-04,8.847e-06,5.302e-13
GRB180125891,1.000e+00,4.589e-07,1.331e-06,1.029e-14
GRB180126095,9.997e-01,3.290e-04,1.578e-07,4.445e-12
GRB180127049,8.873e-01,1.117e-01,9.706e-04,6.797e-10
GRB180127879,8.092e-01,1.887e-01,2.069e-03,2.792e-09
GRB180128215,0.000e+00,0.000e+00,1.000e+00,0.000e+00
GRB180128881,6.562e-01,3.374e-01,6.416e-03,1.561e-09
GRB180130049,1.000e+00,1.217e-05,8.971e-08,6.154e-14
GRB180130744,2.982e-01,5.851e-01,1.168e-01,5.572e-10
GRB180131528,3.458e-01,6.280e-01,2.617e-02,5.874e-10
GRB180201706,1.767e-01,5.648e-01,2.585e-01,1.933e-10
GRB180201780,1.150e-03,9.969e-01,1.904e-03,6.290e-13
GRB180204109,7.540e-07,1.317e-05,1.000e+00,1.522e-16
GRB180205323,8.350e-01,1.634e-01,1.595e-03,1.678e-09
GRB180206203,1.801e-03,9.772e-01,2.096e-02,1.029e-12
GRB180208764,7.954e-01,2.021e-01,2.555e-03,8.087e-09
GRB180210517,9.994e-01,6.508e-05,5.224e-04,7.623e-13
GRB180210991,2.481e-01,7.515e-01,3.722e-04,2.087e-09
GRB180211754,8.274e-01,1.709e-01,1.698e-03,1.750e-09
GRB180218635,9.639e-01,5.690e-04,3.553e-02,3.982e-06
GRB180219482,1.000e+00,2.584e-05,3.788e-06,1.613e-15
GRB180222239,9.168e-01,8.255e-02,6.644e-04,5.479e-10
GRB180225417,1.622e-02,9.837e-01,1.126e-04,9.191e-12
GRB180227211,1.547e-01,6.645e-01,1.808e-01,1.132e-10
GRB180305393,9.989e-01,1.112e-03,1.105e-05,1.951e-10
GRB180306479,8.183e-01,1.800e-01,1.690e-03,1.769e-09
GRB180306973,8.175e-01,1.804e-01,2.019e-03,2.582e-09
GRB180307073,9.999e-01,5.493e-05,2.598e-07,1.265e-13
GRB180309322,8.981e-01,1.011e-01,8.008e-04,6.967e-10
GRB180311074,8.634e-04,9.991e-01,1.170e-06,4.109e-13
GRB180313978,1.638e-01,5.142e-01,3.220e-01,1.769e-10
GRB180314030,1.000e+00,1.471e-08,2.111e-10,1.529e-17
GRB180330891,9.830e-01,1.693e-02,8.826e-05,2.006e-08
