Name,MS,BNS,MGF,LM
GRB141003788,7.866e-01,2.105e-01,2.937e-03,4.889e-09
GRB141004150,8.121e-01,1.856e-01,2.251e-03,8.119e-09
GRB141004973,9.987e-01,1.279e-03,1.069e-06,5.197e-13
GRB141005217,8.723e-01,1.271e-01,6.009e-04,1.163e-07
GRB141005535,6.608e-01,3.379e-01,1.362e-03,5.483e-11
GRB141011282,1.199e-01,5.829e-01,2.972e-01,7.987e-11
GRB141011467,9.703e-01,2.955e-02,1.859e-04,2.701e-09
GRB141012773,8.706e-01,1.284e-01,9.941e-04,7.763e-10
GRB141013803,9.223e-01,7.764e-02,9.216e-05,4.344e-11
GRB141016897,8.576e-01,1.412e-01,1.217e-03,3.349e-09
GRB141020439,6.114e-01,3.715e-01,1.705e-02,1.871e-09
GRB141022061,8.777e-01,1.200e-01,2.307e-03,5.174e-11
GRB141022087,1.000e+00,5.617e-23,3.073e-26,7.782e-32
GRB141026742,6.892e-01,3.065e-01,4.231e-03,2.613e-09
GRB141028455,2.216e-01,7.761e-01,2.310e-03,5.898e-12
GRB141029134,9.785e-01,2.151e-02,3.823e-05,1.146e-14
GRB141030746,9.822e-01,1.765e-02,1.320e-04,7.200e-11
GRB141031257,8.067e-01,1.910e-01,2.325e-03,3.580e-09
GRB141031304,8.260e-01,1.721e-01,1.883e-03,2.249e-09
GRB141031998,1.934e-01,6.635e-01,1.431e-01,1.936e-10
GRB141102112,1.917e-01,6.381e-01,1.702e-01,1.701e-10
GRB141102536,2.125e-02,7.387e-01,2.401e-01,1.325e-10
GRB141102779,7.850e-01,2.126e-01,2.456e-03,4.534e-09
GRB141105358,5.808e-02,9.255e-01,1.646e-02,3.117e-11
GRB141105406,9.651e-01,3.485e-02,7.419e-06,8.333e-14
GRB141109447,7.993e-01,1.981e-01,2.545e-03,4.010e-09
GRB141110232,8.305e-01,1.683e-01,1.245e-03,1.066e-09
GRB141111435,5.676e-01,4.106e-01,2.183e-02,1.520e-09
GRB141112539,9.999e-01,5.326e-05,3.464e-07,1.052e-13
GRB141112828,8.436e-01,1.549e-01,1.492e-03,1.337e-09
GRB141113346,1.737e-01,7.907e-01,3.552e-02,1.590e-10
GRB141114687,8.108e-01,1.867e-01,2.450e-03,3.213e-09
GRB141118678,9.818e-01,1.820e-02,2.388e-05,2.216e-11
GRB141121414,7.171e-01,2.784e-01,4.526e-03,2.752e-09
GRB141122087,2.241e-01,6.659e-01,1.100e-01,2.466e-10
GRB141122875,9.907e-01,9.263e-03,5.688e-05,3.343e-11
GRB141122956,7.828e-01,2.137e-01,3.493e-03,3.968e-09
GRB141124277,3.862e-01,5.881e-01,2.565e-02,5.317e-10
GRB141126233,5.260e-01,4.592e-01,1.483e-02,1.141e-09
GRB141128962,3.795e-02,3.082e-01,6.538e-01,1.974e-11
GRB141202470,9.906e-01,9.410e-03,7.406e-06,2.589e-12
GRB141205018,8.038e-01,1.934e-01,2.730e-03,3.180e-09
GRB141205337,2.179e-02,9.766e-01,1.638e-03,1.065e-11
GRB141205763,9.990e-01,6.279e-04,2.698e-06,3.970e-04
GRB141206254,7.611e-01,2.343e-01,4.617e-03,5.261e-09
GRB141207800,1.000e+00,4.027e-05,3.425e-07,1.449e-10
GRB141208038,7.965e-01,2.008e-01,2.730e-03,4.260e-09
GRB141208632,1.804e-01,6.179e-01,2.017e-01,1.706e-10
GRB141209131,9.873e-01,1.270e-02,5.417e-06,3.470e-13
GRB141213300,5.445e-03,9.827e-01,1.186e-02,1.865e-12
GRB141215560,9.700e-01,2.998e-02,4.602e-05,4.996e-10
GRB141220252,1.000e+00,3.920e-06,1.325e-08,8.545e-13
GRB141221338,1.981e-02,9.801e-01,6.323e-05,4.211e-12
GRB141221897,9.522e-01,4.749e-02,3.078e-04,1.450e-10
GRB141222298,9.998e-01,2.033e-04,1.081e-05,1.447e-23
GRB141222691,1.000e+00,1.408e-06,6.626e-10,3.968e-09
GRB141223240,8.027e-01,1.945e-01,2.750e-03,3.324e-09
GRB141225959,8.259e-01,1.722e-01,1.932e-03,2.501e-09
GRB141226880,8.537e-01,1.449e-01,1.397e-03,1.441e-09
GRB141229492,9.784e-01,2.155e-02,2.873e-05,8.799e-12
GRB141229911,8.674e-01,1.314e-01,1.165e-03,1.476e-09
GRB141230142,2.308e-01,7.683e-01,8.909e-04,5.080e-10
GRB141230834,8.737e-01,1.255e-01,8.102e-04,2.013e-09
GRB141230871,2.357e-01,6.207e-01,1.436e-01,2.923e-10
GRB150101270,2.268e-01,5.982e-01,1.750e-01,2.846e-10
GRB150101641,0.000e+00,1.000e+00,0.000e+00,0.000e+00
GRB150105257,8.870e-01,1.129e-01,7.144e-05,4.078e-11
GRB150106921,7.759e-01,2.199e-01,4.246e-03,3.294e-09
GRB150110433,9.363e-01,6.328e-02,4.654e-04,3.747e-10
GRB150110923,6.839e-01,3.138e-01,2.356e-03,1.337e-09
GRB150118409,1.000e+00,1.734e-08,1.170e-11,2.077e-16
GRB150118927,1.043e-01,4.594e-01,4.364e-01,7.951e-11
GRB150120123,5.162e-01,4.643e-01,1.956e-02,9.285e-10
GRB150120685,1.417e-01,8.582e-01,1.267e-04,2.822e-11
GRB150122960,7.968e-01,2.006e-01,2.602e-03,5.857e-09
GRB150126868,9.978e-01,2.163e-03,1.412e-05,1.468e-11
GRB150127398,1.000e+00,1.718e-11,3.908e-20,3.299e-27
GRB150127589,8.518e-01,1.481e-01,2.106e-05,1.577e-11
GRB150127935,8.325e-01,1.663e-01,1.259e-03,6.677e-10
GRB150128624,6.073e-02,4.961e-01,4.432e-01,2.932e-11
GRB150128791,6.771e-05,9.999e-01,5.524e-09,2.321e-15
GRB150131335,4.635e-01,5.344e-01,2.011e-03,2.060e-09
GRB150131951,9.864e-01,1.350e-02,8.477e-05,2.059e-10
GRB150201040,3.983e-01,5.556e-01,4.604e-02,6.307e-10
GRB150201574,1.348e-13,1.723e-21,4.349e-22,1.000e+00
GRB150201590,9.538e-01,4.587e-02,3.635e-04,1.543e-10
GRB150202999,9.655e-01,3.380e-02,7.148e-04,1.012e-11
GRB150203173,9.008e-01,9.778e-02,1.423e-03,4.744e-10
GRB150203545,9.932e-01,6.709e-03,4.488e-05,2.313e-11
GRB150204272,8.397e-01,1.589e-01,1.411e-03,6.666e-09
GRB150206285,8.476e-01,1.511e-01,1.294e-03,1.689e-09
GRB150206407,8.954e-01,1.040e-01,6.633e-04,3.187e-09
GRB150208573,7.566e-01,2.381e-01,5.372e-03,3.445e-09
GRB150208929,2.181e-01,5.713e-01,2.106e-01,2.926e-10
GRB150210935,9.999e-01,6.429e-05,2.551e-07,1.550e-09
GRB150211239,8.063e-01,1.915e-01,2.239e-03,3.112e-09
GRB150213001,9.830e-01,1.688e-02,8.052e-05,1.347e-05
GRB150214293,6.574e-02,9.179e-01,1.632e-02,3.722e-11
GRB150215026,6.000e-01,3.803e-01,1.974e-02,2.111e-09
GRB150216415,8.466e-01,1.518e-01,1.560e-03,1.630e-09
GRB150219522,8.903e-01,1.088e-01,8.905e-04,7.087e-10
GRB150220598,1.000e+00,4.126e-06,9.809e-08,4.026e-15
GRB150222450,4.353e-02,9.565e-01,8.401e-06,3.135e-12
GRB150222832,9.118e-01,8.717e-02,1.068e-03,4.174e-10
GRB150226223,9.998e-01,2.096e-04,2.348e-07,1.550e-13
GRB150226545,3.111e-02,9.688e-01,5.152e-05,6.376e-12
GRB150226948,7.852e-01,2.119e-01,2.909e-03,3.509e-09
GRB150227702,7.922e-01,2.051e-01,2.717e-03,4.913e-09
GRB150228845,9.999e-01,6.766e-05,2.721e-07,5.943e-10
GRB150228981,7.939e-01,2.058e-01,3.094e-04,5.300e-10
GRB150301045,1.052e-01,4.136e-01,4.811e-01,1.410e-10
GRB150301818,8.145e-01,1.836e-01,1.945e-03,7.480e-09
GRB150303516,8.233e-01,1.765e-01,1.963e-04,1.374e-10
GRB150305724,4.798e-01,5.170e-01,3.254e-03,7.007e-10
GRB150306993,8.094e-01,1.884e-01,2.185e-03,3.979e-09
GRB150309958,1.485e-01,8.507e-01,8.408e-04,2.661e-12
GRB150312403,9.994e-02,4.044e-01,4.956e-01,1.056e-10
GRB150313657,4.885e-01,5.085e-01,3.020e-03,7.224e-10
GRB150314205,9.998e-01,1.988e-04,9.925e-07,1.816e-06
GRB150316400,5.452e-02,9.389e-01,6.605e-03,1.949e-11
GRB150318521,8.543e-01,1.457e-01,7.059e-05,3.984e-11
GRB150319271,8.457e-01,1.528e-01,1.496e-03,1.454e-09
GRB150320462,1.215e-01,4.731e-01,4.054e-01,1.081e-10
GRB150322066,8.104e-01,1.874e-01,2.139e-03,1.264e-08
GRB150323395,9.982e-01,1.762e-03,4.652e-06,3.160e-12
GRB150323712,9.456e-01,5.409e-02,3.450e-04,4.251e-10
GRB150324164,9.146e-01,8.478e-02,5.929e-04,2.593e-07
GRB150324319,9.712e-01,2.856e-02,2.405e-04,1.420e-10
GRB150326521,7.651e-01,2.312e-01,3.630e-03,4.377e-09
GRB150329288,7.753e-01,2.212e-01,3.500e-03,3.914e-09
GRB150330828,9.993e-01,4.458e-04,2.943e-04,1.881e-10
GRB150403913,9.160e-01,8.400e-02,7.618e-06,2.638e-11
GRB150404733,7.529e-01,2.427e-01,4.377e-03,3.949e-09
GRB150412507,3.095e-01,6.106e-01,7.989e-02,4.769e-10
GRB150412931,3.504e-01,6.171e-01,3.251e-02,4.519e-10
GRB150415029,8.935e-01,1.057e-01,7.828e-04,1.751e-09
GRB150416773,9.603e-01,3.961e-02,9.268e-05,6.000e-12
GRB150418819,5.057e-02,8.484e-01,1.011e-01,2.519e-11
GRB150422294,8.837e-01,1.154e-01,9.524e-04,7.182e-10
GRB150422703,1.000e+00,3.131e-05,8.495e-07,9.890e-12
GRB150423285,7.755e-01,2.212e-01,3.348e-03,3.963e-09
GRB150424403,7.960e-01,2.012e-01,2.854e-03,2.979e-09
GRB150425617,7.813e-01,2.159e-01,2.802e-03,4.136e-09
GRB150426594,9.009e-01,9.690e-02,2.191e-03,2.294e-13
GRB150428305,8.922e-01,1.069e-01,8.881e-04,7.706e-10
GRB150430015,9.991e-01,8.736e-04,4.907e-05,7.106e-12
GRB150501017,8.236e-01,1.756e-01,8.530e-04,7.386e-10
GRB150502435,8.474e-01,1.526e-01,6.116e-07,1.176e-11
GRB150506398,9.818e-01,1.754e-07,1.542e-06,1.819e-02
GRB150506630,1.938e-02,4.738e-01,5.069e-01,1.042e-11
GRB150506972,1.377e-01,8.262e-01,3.607e-02,9.157e-11
GRB150507026,6.892e-02,9.307e-01,3.724e-04,7.355e-11
GRB150508945,8.215e-01,1.766e-01,1.989e-03,2.655e-09
GRB150510139,1.000e+00,1.063e-08,3.424e-11,8.048e-12
GRB150511362,8.112e-01,1.865e-01,2.223e-03,5.336e-09
GRB150512432,9.999e-01,1.488e-04,7.825e-07,2.779e-13
GRB150514774,1.000e+00,4.786e-05,1.291e-07,2.012e-10
GRB150520893,7.759e-01,2.213e-01,2.777e-03,5.562e-09
GRB150522433,9.103e-01,8.934e-02,3.611e-04,4.766e-10
GRB150522944,7.170e-02,9.085e-01,1.980e-02,5.911e-11
GRB150523396,9.921e-01,7.872e-03,2.400e-05,5.824e-11
GRB150523690,9.954e-01,4.564e-03,2.568e-05,1.384e-11
GRB150527283,7.989e-01,1.986e-01,2.498e-03,4.352e-09
GRB150527662,9.157e-01,8.373e-02,6.003e-04,4.203e-10
GRB150528656,9.311e-01,6.892e-02,3.268e-05,2.711e-14
GRB150530488,9.724e-01,2.746e-02,1.920e-04,6.092e-10
GRB150601904,5.144e-01,4.545e-01,3.108e-02,1.415e-09
GRB150602840,8.407e-01,1.578e-01,1.495e-03,1.656e-09
GRB150603105,7.687e-01,2.280e-01,3.228e-03,3.943e-09
GRB150603823,8.015e-01,1.966e-01,1.914e-03,3.226e-09
GRB150604284,8.895e-01,1.097e-01,8.708e-04,6.169e-10
GRB150604434,3.526e-09,1.853e-01,8.147e-01,9.168e-21
GRB150605782,1.876e-01,6.487e-01,1.637e-01,1.694e-10
GRB150607330,8.322e-01,1.664e-01,1.399e-03,2.445e-09
GRB150609316,1.179e-01,4.537e-01,4.284e-01,1.826e-10
GRB150612702,9.556e-01,4.437e-02,4.183e-05,5.684e-11
GRB150613420,8.134e-01,1.845e-01,2.131e-03,2.975e-09
GRB150613995,9.760e-01,2.384e-02,1.157e-04,4.735e-11
GRB150614073,8.776e-01,1.216e-01,8.394e-04,1.557e-07
GRB150619287,9.960e-01,4.026e-03,1.425e-05,1.395e-11
GRB150622393,1.000e+00,2.306e-07,5.459e-10,4.615e-11
GRB150627183,1.000e+00,7.570e-06,5.227e-09,1.594e-13
GRB150628767,3.309e-01,6.369e-01,3.224e-02,4.820e-10
GRB150629564,1.938e-02,9.651e-01,1.548e-02,1.106e-11
GRB150630223,9.818e-01,1.813e-02,1.107e-04,3.081e-09
GRB150630958,7.979e-01,1.995e-01,2.604e-03,5.020e-09
GRB150702998,6.275e-02,1.667e-08,5.978e-07,9.373e-01
GRB150703149,9.976e-01,2.361e-03,1.323e-05,9.135e-12
GRB150703259,8.582e-01,1.404e-01,1.369e-03,1.468e-09
GRB150705009,8.773e-01,1.218e-01,9.141e-04,3.880e-08
GRB150705588,2.233e-01,6.668e-01,1.099e-01,3.041e-10
GRB150707124,9.118e-01,8.818e-02,9.909e-07,7.246e-14
GRB150708339,9.881e-01,1.186e-02,7.124e-06,2.115e-11
GRB150710646,8.610e-01,1.376e-01,1.338e-03,1.096e-09
GRB150711766,8.606e-01,1.382e-01,1.262e-03,1.010e-09
GRB150712846,8.078e-01,1.899e-01,2.294e-03,3.211e-09
GRB150715136,1.448e-01,7.464e-01,1.088e-01,2.053e-10
GRB150716552,8.878e-01,1.115e-01,7.319e-04,4.616e-10
GRB150717795,8.919e-01,1.072e-01,8.723e-04,7.847e-10
GRB150718656,4.098e-01,5.885e-01,1.711e-03,1.245e-09
GRB150721242,9.965e-01,3.454e-03,1.951e-05,6.516e-09
GRB150721431,2.969e-01,5.908e-01,1.123e-01,5.045e-10
GRB150721732,9.191e-01,8.014e-02,7.206e-04,2.136e-09
GRB150723608,9.271e-01,7.238e-02,4.887e-04,3.984e-10
GRB150724398,8.049e-01,1.928e-01,2.240e-03,5.500e-09
GRB150724782,1.942e-03,9.981e-01,1.133e-06,1.532e-12
GRB150726877,9.151e-01,8.436e-02,5.767e-04,3.586e-10
GRB150727793,1.000e+00,8.620e-09,4.816e-10,9.890e-18
GRB150728151,5.412e-03,8.673e-01,1.273e-01,8.966e-15
GRB150729517,8.321e-01,1.678e-01,4.870e-05,1.426e-11
GRB150802127,9.996e-01,3.922e-04,6.664e-07,1.023e-13
GRB150802207,8.030e-01,1.946e-01,2.374e-03,3.601e-09
GRB150804806,9.492e-01,5.044e-02,3.132e-04,1.945e-10
GRB150805445,9.650e-01,3.480e-02,2.071e-04,1.157e-10
GRB150805746,3.147e-01,6.814e-01,3.883e-03,3.404e-10
GRB150806348,9.891e-01,1.086e-02,8.128e-05,3.105e-11
GRB150809516,8.336e-01,1.647e-01,1.695e-03,2.230e-09
GRB150810485,2.029e-04,2.031e-01,7.967e-01,4.237e-14
GRB150811849,9.533e-01,4.666e-02,1.001e-06,2.891e-15
GRB150815604,8.186e-01,1.793e-01,2.152e-03,2.909e-09
GRB150817087,5.536e-01,4.464e-01,4.994e-07,4.839e-13
GRB150817251,9.992e-01,7.800e-04,3.378e-06,2.302e-12
GRB150819440,9.804e-05,1.367e-03,9.985e-01,1.382e-20
GRB150820880,7.598e-01,2.363e-01,3.876e-03,3.660e-09
GRB150821406,9.998e-01,2.497e-04,2.315e-07,2.212e-13
GRB150822178,8.130e-01,1.852e-01,1.834e-03,9.080e-09
GRB150824079,7.648e-04,1.579e-21,1.599e-21,9.992e-01
GRB150824125,8.274e-01,1.708e-01,1.834e-03,2.085e-09
GRB150826557,9.591e-01,4.063e-02,2.277e-04,1.331e-10
GRB150827785,8.131e-01,1.847e-01,2.191e-03,3.906e-09
GRB150828333,7.998e-01,1.976e-01,2.546e-03,6.099e-09
GRB150828901,6.997e-01,2.939e-01,6.439e-03,1.880e-09
GRB150830128,1.000e+00,2.097e-09,4.912e-13,7.674e-23
GRB150831930,6.543e-01,3.439e-01,1.776e-03,1.786e-09
GRB150901924,2.705e-01,5.744e-01,1.551e-01,4.691e-10
GRB150902733,9.654e-01,3.396e-02,6.762e-04,7.927e-11
GRB150904479,7.832e-01,2.139e-01,2.906e-03,3.398e-09
GRB150906944,2.767e-02,2.658e-01,7.065e-01,1.620e-11
GRB150908408,1.221e-03,9.988e-01,2.418e-07,2.354e-13
GRB150911315,6.180e-01,3.795e-01,2.529e-03,1.005e-09
GRB150911588,8.364e-01,1.619e-01,1.673e-03,2.328e-09
GRB150912443,9.447e-01,5.489e-02,3.832e-04,2.437e-10
GRB150912600,1.865e-02,9.734e-01,7.902e-03,7.047e-12
GRB150913161,9.137e-01,8.551e-02,7.527e-04,6.793e-10
GRB150919606,9.055e-01,9.389e-02,6.434e-04,1.839e-07
GRB150922234,5.849e-02,4.136e-01,5.279e-01,3.247e-11
GRB150922718,7.842e-01,2.126e-01,3.136e-03,4.329e-09
GRB150922883,7.598e-01,2.362e-01,3.906e-03,4.354e-09
GRB150923297,2.153e-01,6.098e-01,1.749e-01,2.535e-10
GRB150923429,2.094e-03,9.971e-01,8.165e-04,1.413e-12
GRB150923864,9.999e-01,8.858e-05,1.183e-11,6.100e-20
GRB150923995,7.876e-01,2.099e-01,2.521e-03,4.692e-09
GRB150928359,8.424e-01,1.557e-01,1.847e-03,2.626e-09
GRB151001348,9.971e-01,2.868e-03,2.244e-05,6.078e-12
GRB151001628,7.920e-01,2.049e-01,3.067e-03,3.918e-09
GRB151003729,9.788e-01,2.101e-02,1.891e-04,8.929e-11
GRB151006413,8.494e-01,1.492e-01,1.430e-03,1.522e-09
GRB151009949,8.003e-01,1.978e-01,1.906e-03,5.283e-09
GRB151011136,8.676e-01,1.313e-01,1.135e-03,9.044e-10
GRB151014592,9.931e-01,6.854e-03,3.541e-05,2.171e-11
GRB151021791,9.998e-01,1.640e-04,6.300e-07,6.514e-10
GRB151022577,9.628e-02,6.137e-01,2.900e-01,5.467e-11
GRB151023104,7.990e-01,1.984e-01,2.530e-03,1.225e-08
GRB151024179,2.879e-01,6.731e-01,3.897e-02,1.298e-10
GRB151026169,8.034e-01,1.941e-01,2.507e-03,3.572e-09
GRB151026523,7.842e-01,2.136e-01,2.169e-03,2.159e-09
GRB151027166,1.000e+00,2.127e-05,5.428e-08,3.820e-12
GRB151030999,9.998e-01,2.042e-04,2.505e-06,8.740e-13
GRB151107851,8.946e-01,1.051e-01,3.183e-04,1.387e-10
GRB151111356,8.489e-01,1.496e-01,1.509e-03,1.657e-09
GRB151114645,8.208e-01,1.770e-01,2.225e-03,2.661e-09
GRB151117442,9.195e-01,7.990e-02,6.333e-04,5.471e-10
GRB151118554,8.132e-01,1.847e-01,2.183e-03,5.870e-09
GRB151120349,8.096e-01,1.884e-01,2.003e-03,1.420e-08
GRB151122709,8.390e-01,1.595e-01,1.492e-03,1.557e-09
GRB151126293,7.602e-01,2.367e-01,3.105e-03,3.850e-09
GRB151129333,9.762e-01,2.367e-02,1.309e-04,8.879e-11
GRB151130160,8.063e-01,1.914e-01,2.270e-03,2.946e-08
GRB151202565,3.371e-02,9.634e-01,2.883e-03,1.633e-11
GRB151205657,8.985e-01,1.007e-01,7.846e-04,6.146e-10
GRB151210041,8.705e-01,1.289e-01,6.757e-04,5.460e-10
GRB151211672,9.999e-01,1.399e-04,4.611e-07,5.598e-13
GRB151212030,2.479e-02,9.751e-01,1.065e-04,9.311e-12
GRB151212064,9.073e-01,9.206e-02,6.349e-04,9.852e-07
GRB151219567,8.373e-01,1.617e-01,1.043e-03,1.164e-08
GRB151222340,8.823e-01,1.177e-01,1.367e-06,5.314e-15
GRB151227072,9.997e-01,2.531e-04,9.327e-07,3.683e-09
GRB151227218,9.994e-01,5.959e-04,3.579e-12,3.359e-12
GRB151228129,1.547e-01,7.451e-01,1.003e-01,1.921e-10
GRB151228949,9.825e-01,1.743e-02,9.806e-05,5.305e-11
GRB151229285,9.940e-01,5.953e-03,5.488e-06,1.125e-13
GRB151229486,2.568e-01,6.151e-01,1.281e-01,3.592e-10
GRB151231443,1.000e+00,2.320e-06,3.164e-08,9.575e-15
GRB151231568,6.139e-03,7.972e-01,1.967e-01,1.738e-12
GRB160101030,9.995e-01,4.831e-04,1.001e-07,1.026e-08
GRB160101215,7.784e-01,2.191e-01,2.452e-03,1.730e-08
GRB160102500,9.375e-01,6.234e-02,1.612e-04,1.733e-10
GRB160102936,9.116e-01,8.772e-02,6.807e-04,5.230e-10
GRB160104475,7.957e-01,2.017e-01,2.654e-03,4.171e-09
GRB160104918,7.837e-01,2.134e-01,2.920e-03,4.032e-09
GRB160106948,1.093e-01,8.907e-01,4.560e-05,2.010e-10
GRB160107931,9.986e-01,1.370e-03,3.496e-06,3.019e-11
GRB160111115,8.297e-01,1.688e-01,1.485e-03,2.397e-08
GRB160113398,3.948e-01,6.037e-01,1.526e-03,1.040e-09
GRB160118060,9.998e-01,1.918e-04,4.393e-08,3.331e-10
GRB160119072,8.231e-01,1.749e-01,2.039e-03,2.684e-09
GRB160123095,7.986e-01,1.988e-01,2.674e-03,3.633e-09
GRB160125368,7.730e-01,2.238e-01,3.159e-03,3.791e-09
GRB160131116,7.837e-01,2.137e-01,2.672e-03,2.875e-09
GRB160131174,9.991e-01,8.856e-04,6.646e-06,3.068e-12
GRB160201883,9.036e-01,9.574e-02,6.786e-04,9.040e-10
GRB160206430,9.152e-01,8.423e-02,6.036e-04,6.356e-10
GRB160211119,5.430e-01,4.380e-01,1.893e-02,1.530e-09
GRB160215773,9.896e-01,1.040e-02,1.955e-05,2.279e-12
GRB160216801,1.000e+00,3.299e-06,1.345e-08,3.316e-10
GRB160218711,7.992e-01,1.985e-01,2.360e-03,4.453e-09
GRB160219289,8.494e-03,2.895e-01,7.020e-01,3.707e-12
GRB160219673,8.238e-01,1.745e-01,1.782e-03,2.039e-09
GRB160220059,7.965e-01,2.009e-01,2.605e-03,3.411e-09
GRB160221993,7.989e-01,1.985e-01,2.625e-03,5.134e-09
GRB160222070,8.138e-01,1.843e-01,1.909e-03,1.932e-09
GRB160223072,9.961e-01,3.837e-03,2.670e-05,1.558e-11
GRB160223416,9.451e-01,5.456e-02,3.805e-04,2.784e-10
GRB160223670,9.332e-01,6.637e-02,4.659e-04,3.773e-09
GRB160224911,4.251e-01,5.547e-01,2.015e-02,7.335e-10
GRB160225720,7.204e-01,2.796e-01,1.604e-05,6.572e-12
GRB160225809,9.338e-01,6.622e-02,1.348e-05,8.389e-12
GRB160226913,9.957e-01,4.309e-03,2.197e-05,9.788e-12
GRB160227831,8.679e-01,1.310e-01,1.041e-03,2.508e-08
GRB160228034,8.028e-01,1.948e-01,2.356e-03,3.465e-09
GRB160301215,8.349e-01,1.630e-01,2.075e-03,1.886e-09
GRB160303201,8.171e-01,1.822e-01,7.022e-04,5.880e-10
GRB160308709,7.670e-01,2.290e-01,4.014e-03,3.093e-09
GRB160310016,9.991e-01,8.618e-04,9.738e-06,1.054e-12
GRB160310291,5.674e-04,9.994e-01,2.519e-06,4.163e-13
GRB160314473,2.960e-01,5.869e-01,1.171e-01,5.128e-10
GRB160315739,6.967e-01,3.007e-01,2.630e-03,1.740e-09
GRB160316139,8.901e-01,1.090e-01,8.630e-04,6.980e-10
GRB160316573,7.985e-01,1.989e-01,2.627e-03,5.207e-09
GRB160317385,9.940e-01,5.972e-03,7.417e-06,3.251e-13
GRB160318342,7.945e-01,2.028e-01,2.645e-03,4.179e-09
GRB160323293,9.680e-01,3.187e-02,1.321e-04,9.722e-11
GRB160325291,4.631e-01,5.339e-01,2.964e-03,6.023e-11
GRB160326062,7.958e-01,2.016e-01,2.613e-03,4.074e-09
GRB160330827,8.544e-01,1.441e-01,1.446e-03,1.551e-09
GRB160401065,7.732e-01,2.228e-01,4.025e-03,3.002e-09
GRB160406023,8.257e-01,1.723e-01,1.985e-03,2.267e-09
GRB160406503,1.108e-01,5.085e-01,3.807e-01,8.201e-11
GRB160406570,8.020e-01,1.958e-01,2.239e-03,2.530e-09
GRB160407673,8.801e-01,1.190e-01,9.161e-04,1.530e-08
GRB160408268,7.625e-06,9.883e-01,1.171e-02,2.997e-15
GRB160411062,3.379e-01,5.854e-01,7.678e-02,5.993e-10
GRB160416022,8.858e-01,1.132e-01,9.530e-04,8.054e-10
GRB160419637,7.816e-01,2.148e-01,3.577e-03,4.906e-09
GRB160421137,9.959e-01,4.016e-03,1.324e-04,2.536e-11
GRB160422499,9.997e-01,2.814e-04,8.622e-09,4.155e-10
GRB160423066,7.912e-01,2.063e-01,2.419e-03,1.293e-08
GRB160424492,9.804e-01,1.950e-02,8.078e-05,7.154e-08
GRB160428412,4.153e-01,5.367e-01,4.804e-02,8.717e-10
GRB160503567,9.796e-01,2.025e-02,1.290e-04,1.294e-10
GRB160508290,8.056e-01,1.921e-01,2.367e-03,4.339e-09
GRB160509374,9.985e-01,1.483e-03,2.049e-05,7.442e-13
GRB160512199,9.999e-01,9.938e-05,1.515e-06,7.723e-14
GRB160512536,9.625e-01,3.727e-02,2.429e-04,1.543e-10
GRB160513553,4.622e-01,5.187e-01,1.912e-02,8.925e-10
GRB160513962,7.691e-01,2.270e-01,3.921e-03,3.279e-09
GRB160515819,9.998e-01,2.476e-04,5.166e-07,2.532e-13
GRB160516237,5.918e-01,4.050e-01,3.153e-03,1.110e-09
GRB160518039,9.426e-01,5.698e-02,4.417e-04,3.765e-10
GRB160518985,8.004e-01,1.968e-01,2.789e-03,4.398e-09
GRB160519012,9.194e-03,9.908e-01,1.664e-05,7.473e-12
GRB160519060,8.054e-01,1.924e-01,2.161e-03,4.246e-09
GRB160519677,9.466e-01,5.302e-02,3.556e-04,2.355e-10
GRB160521385,9.888e-01,1.118e-02,5.150e-05,1.345e-06
GRB160521839,9.990e-01,1.030e-03,2.371e-06,7.763e-12
GRB160522445,9.053e-01,9.387e-02,7.989e-04,7.725e-10
GRB160523919,9.421e-01,5.769e-02,1.917e-04,1.850e-10
GRB160527080,8.940e-01,1.054e-01,6.245e-04,5.235e-10
GRB160528276,7.775e-01,2.186e-01,3.949e-03,4.172e-09
GRB160530667,9.816e-01,1.103e-03,1.732e-02,1.235e-10
GRB160603719,2.511e-01,7.159e-01,3.294e-02,2.705e-10
GRB160605847,7.515e-01,2.484e-01,7.994e-05,8.263e-10
GRB160609690,1.367e-01,8.476e-01,1.578e-02,9.563e-11
GRB160609941,6.841e-01,3.114e-01,4.550e-03,2.270e-09
GRB160612842,1.250e-01,5.495e-01,3.256e-01,1.060e-10
GRB160621497,9.989e-01,1.131e-03,5.631e-06,2.132e-12
GRB160623209,8.833e-01,1.157e-01,9.746e-04,8.907e-10
GRB160624477,2.014e-01,7.280e-01,7.057e-02,2.091e-10
GRB160625230,8.468e-01,1.517e-01,1.519e-03,1.536e-09
GRB160625240,7.641e-01,2.327e-01,3.191e-03,6.046e-09
GRB160625945,9.999e-01,9.439e-05,2.307e-08,1.139e-15
GRB160628136,7.378e-01,2.604e-01,1.862e-03,3.848e-09
GRB160628579,9.991e-01,8.697e-04,7.598e-07,9.258e-13
GRB160629930,1.000e+00,2.916e-06,1.221e-09,4.720e-16
GRB160709370,9.876e-01,1.236e-02,8.784e-05,4.045e-11
GRB160709826,1.000e+00,4.635e-09,2.394e-09,1.101e-19
GRB160710233,2.811e-01,7.145e-01,4.480e-03,3.107e-10
GRB160711968,7.266e-01,2.702e-01,3.188e-03,1.913e-09
GRB160714097,1.238e-03,9.951e-01,3.618e-03,8.241e-13
